id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario
FD00230,C00005,2025-09-01,2025T3,Private,CDB,Central de Atendimento,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00231,C00493,2025-11-08,2025T4,Private,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo
FD00232,C00299,2025-12-13,2025T4,Varejo,Tesouro Direto,Assessoria,0-6 meses,3,Nao consegui falar com assessor
FD00233,C00064,2025-10-15,2025T4,Alta Renda,Fundos,App,5+ anos,10,Consegui acompanhar minha carteira
FD00234,C00296,2025-10-03,2025T4,Alta Renda,CDB,Internet Banking,6-24 meses,9,Atendimento claro e rapido
FD00235,C00281,2025-10-08,2025T4,Novo Investidor,CDB,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00236,C00266,2025-11-01,2025T4,Varejo,CDB,App,0-6 meses,9,Assessoria ajudou na decisao
FD00237,C00272,2025-10-30,2025T4,Varejo,Tesouro Direto,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao
FD00238,C00245,2025-10-25,2025T4,Private,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00239,C00106,2025-12-31,2025T4,Private,Carteira Administrada,App,5+ anos,10,Boa experiencia no aplicativo
FD00240,C00347,2025-11-16,2025T4,Varejo,Fundos,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao
FD00241,C00148,2025-10-21,2025T4,Alta Renda,CDB,Assessoria,0-6 meses,7,Aplicativo poderia explicar melhor
FD00242,C00529,2025-12-21,2025T4,Private,Fundos,App,2-5 anos,8,Demorou um pouco para encontrar informacoes
FD00243,C00332,2025-10-15,2025T4,Varejo,Fundos,,6-24 meses,7,Aplicativo poderia explicar melhor
FD00244,C00005,2025-11-16,2025T4,Private,Fundos,App,0-6 meses,9,Consegui acompanhar minha carteira
FD00245,C00250,2025-10-04,2025T4,Varejo,CDB,Assessoria,5+ anos,10,Boa experiencia no aplicativo
FD00246,C00375,2025-10-14,2025T4,Private,Tesouro Direto,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00247,C00292,2025-10-06,2025T4,Private,Carteira Administrada,App,2-5 anos,8,
FD00248,C00416,2025-12-11,2025T4,Alta Renda,CDB,App,0-6 meses,10,Assessoria ajudou na decisao
FD00249,C00195,2025-10-14,2025T4,Alta Renda,Carteira Administrada,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00250,C00434,2025-12-12,2025T4,Private,Carteira Administrada,App,5+ anos,8,Tive duvida sobre rentabilidade
FD00251,C00089,2025-10-19,2025T4,Novo Investidor,Fundos,Internet Banking,5+ anos,10,Consegui acompanhar minha carteira
FD00252,C00461,2025-12-03,2025T4,Private,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00253,C00300,2025-11-10,2025T4,Private,Carteira Administrada,App,0-6 meses,10,Atendimento claro e rapido
FD00254,C00242,2025-11-24,2025T4,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira
FD00255,C00201,2025-12-24,2025T4,Varejo,CDB,App,2-5 anos,10,Boa experiencia no aplicativo
FD00256,C00124,2025-11-30,2025T4,Private,Carteira Administrada,Internet Banking,0-6 meses,9,Atendimento claro e rapido
FD00257,C00039,2025-11-09,2025T4,Varejo,CDB,Central de Atendimento,6-24 meses,10,Boa experiencia no aplicativo
FD00258,C00444,2025-10-21,2025T4,Alta Renda,Fundos,Internet Banking,2-5 anos,7,Aplicativo poderia explicar melhor
FD00259,C00065,2025-10-22,2025T4,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao
FD00260,C00428,2025-12-11,2025T4,Novo Investidor,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00261,C00159,2025-10-08,2025T4,Private,CDB,App,6-24 meses,9,Assessoria ajudou na decisao
FD00262,C00458,2025-11-17,2025T4,Alta Renda,Tesouro Direto,App,6-24 meses,10,Assessoria ajudou na decisao
FD00263,C00203,2025-11-12,2025T4,Private,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo
FD00264,C00006,2025-11-23,2025T4,Private,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido
FD00265,C00398,2025-11-08,2025T4,Alta Renda,CDB,,2-5 anos,9,Boa experiencia no aplicativo
FD00266,C00150,2025-11-14,2025T4,Private,Fundos,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00267,C00427,2025-11-02,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,5+ anos,10,Atendimento claro e rapido
FD00268,C00513,2025-11-16,2025T4,Novo Investidor,Carteira Administrada,App,0-6 meses,7,Tive duvida sobre rentabilidade
FD00269,C00111,2025-12-21,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao
FD00270,C00126,2025-11-10,2025T4,Alta Renda,Fundos,Central de Atendimento,5+ anos,9,Assessoria ajudou na decisao
FD00271,C00544,2025-12-21,2025T4,Varejo,Fundos,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00272,C00520,2025-11-07,2025T4,Private,CDB,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00273,C00314,2025-11-24,2025T4,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao
FD00274,C00459,2025-11-07,2025T4,Private,CDB,Internet Banking,5+ anos,10,
FD00275,C00439,2025-10-30,2025T4,Varejo,Tesouro Direto,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao
FD00276,C00147,2025-12-14,2025T4,Varejo,Carteira Administrada,Assessoria,2-5 anos,4,Nao ficou claro o risco do produto
FD00277,C00444,2025-11-25,2025T4,Alta Renda,Fundos,Internet Banking,0-6 meses,9,Assessoria ajudou na decisao
FD00278,C00221,2025-12-13,2025T4,Varejo,CDB,Assessoria,2-5 anos,4,
FD00279,C00524,2025-11-07,2025T4,Varejo,Tesouro Direto,App,5+ anos,9,Consegui acompanhar minha carteira
FD00280,C00488,2025-11-19,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao
FD00281,C00202,2025-12-03,2025T4,Private,Tesouro Direto,Central de Atendimento,6-24 meses,9,Consegui acompanhar minha carteira
FD00282,C00411,2025-11-06,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido
FD00283,C00276,2025-12-16,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,8,Tive duvida sobre rentabilidade
FD00284,C00223,2025-11-18,2025T4,Private,CDB,Central de Atendimento,2-5 anos,10,Consegui acompanhar minha carteira
FD00285,C00291,2025-11-20,2025T4,Private,CDB,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00286,C00079,2025-10-01,2025T4,Alta Renda,Fundos,App,2-5 anos,7,Tive duvida sobre rentabilidade
FD00287,C00125,2025-10-17,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,9,
FD00288,C00336,2025-10-08,2025T4,Private,Tesouro Direto,Assessoria,0-6 meses,10,Boa experiencia no aplicativo
FD00289,C00195,2025-10-11,2025T4,Alta Renda,Fundos,App,6-24 meses,6,Nao entendi a cobranca
FD00290,C00393,2025-11-25,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao
FD00291,C00273,2025-11-21,2025T4,Varejo,COE,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00292,C00429,2025-10-15,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao
FD00293,C00054,2025-12-31,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,5+ anos,4,Demora para resolver meu problema
FD00294,C00347,2025-11-14,2025T4,Varejo,Fundos,Central de Atendimento,6-24 meses,9,Assessoria ajudou na decisao
FD00295,C00482,2025-10-13,2025T4,Varejo,Carteira Administrada,App,5+ anos,4,Nao ficou claro o risco do produto
FD00296,C00015,2025-12-06,2025T4,Private,Fundos,Assessoria,2-5 anos,7,Aplicativo poderia explicar melhor
FD00297,C00335,2025-11-25,2025T4,Private,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao
FD00298,C00004,2025-10-30,2025T4,Varejo,COE,App,0-6 meses,1,Informacoes divergentes sobre o produto
FD00299,C00259,2025-10-05,2025T4,Varejo,Carteira Administrada,Assessoria,5+ anos,10,Assessoria ajudou na decisao
FD00300,C00347,2025-11-03,2025T4,Varejo,Carteira Administrada,Internet Banking,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00301,C00512,2025-11-29,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00302,C00200,2025-10-17,2025T4,Varejo,CDB,App,2-5 anos,5,Nao consegui falar com assessor
FD00303,C00200,2025-10-31,2025T4,Varejo,Fundos,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00304,C00378,2025-11-22,2025T4,Private,Carteira Administrada,Central de Atendimento,5+ anos,10,Assessoria ajudou na decisao
FD00305,C00025,2025-10-25,2025T4,Alta Renda,CDB,App,0-6 meses,9,Assessoria ajudou na decisao
FD00306,C00278,2025-11-21,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao
FD00307,C00144,2025-10-30,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao
FD00308,C00106,2025-12-21,2025T4,Private,Fundos,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00309,C00432,2025-10-26,2025T4,Varejo,CDB,App,2-5 anos,9,Atendimento claro e rapido
FD00310,C00364,2025-11-13,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00311,C00534,2025-11-13,2025T4,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00312,C00089,2025-11-20,2025T4,Novo Investidor,COE,App,0-6 meses,10,Assessoria ajudou na decisao
FD00313,C00116,2025-10-10,2025T4,Varejo,Tesouro Direto,App,0-6 meses,10,Assessoria ajudou na decisao
FD00314,C00152,2025-12-07,2025T4,Private,Carteira Administrada,App,2-5 anos,9,Atendimento claro e rapido
FD00315,C00210,2025-11-17,2025T4,Private,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao
FD00316,C00272,2025-12-10,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo
FD00317,C00424,2025-12-14,2025T4,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira
FD00318,C00278,2025-10-08,2025T4,Varejo,Carteira Administrada,Assessoria,2-5 anos,9,Assessoria ajudou na decisao
FD00319,C00236,2025-11-23,2025T4,Varejo,Tesouro Direto,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao
FD00320,C00207,2025-11-22,2025T4,Private,CDB,Internet Banking,6-24 meses,10,Atendimento claro e rapido
FD00321,C00384,2025-10-14,2025T4,Varejo,CDB,App,6-24 meses,9,
FD00322,C00503,2025-11-12,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido
FD00323,C00313,2025-12-20,2025T4,Private,Tesouro Direto,Assessoria,2-5 anos,9,Boa experiencia no aplicativo
FD00324,C00056,2025-11-03,2025T4,Novo Investidor,CDB,App,6-24 meses,8,"Experiencia ok, mas poderia ser mais simples"
FD00325,C00025,2025-11-26,2025T4,Alta Renda,Tesouro Direto,App,6-24 meses,9,Boa experiencia no aplicativo
FD00326,C00168,2025-12-12,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,6,Nao entendi a cobranca
FD00327,C00511,2025-12-06,2025T4,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo
FD00328,C00242,2025-10-04,2025T4,Novo Investidor,Fundos,App,5+ anos,10,Boa experiencia no aplicativo
FD00329,C00472,2025-10-28,2025T4,Novo Investidor,Carteira Administrada,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido
FD00330,C00528,2025-11-14,2025T4,Private,Fundos,Internet Banking,6-24 meses,8,Tive duvida sobre rentabilidade
FD00331,C00470,2025-12-04,2025T4,Novo Investidor,Tesouro Direto,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira
FD00332,C00396,2025-10-26,2025T4,Novo Investidor,Tesouro Direto,App,0-6 meses,6,Demora para resolver meu problema
FD00333,C00099,2025-10-27,2025T4,Private,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo
FD00334,C00294,2025-12-01,2025T4,Alta Renda,COE,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido
FD00335,C00024,2025-11-13,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Consegui acompanhar minha carteira
FD00336,C00468,2025-12-09,2025T4,Varejo,CDB,Central de Atendimento,0-6 meses,9,Assessoria ajudou na decisao
FD00337,C00326,2025-12-15,2025T4,Varejo,Tesouro Direto,App,6-24 meses,5,Nao ficou claro o risco do produto
FD00338,C00178,2025-10-04,2025T4,Alta Renda,Fundos,App,5+ anos,10,Atendimento claro e rapido
FD00339,C00485,2025-11-03,2025T4,Varejo,Tesouro Direto,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo
FD00340,C00080,2025-11-08,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira
FD00341,C00536,2025-11-05,2025T4,Novo Investidor,Fundos,Assessoria,6-24 meses,10,Atendimento claro e rapido
FD00342,C00519,2025-12-05,2025T4,Novo Investidor,CDB,Internet Banking,2-5 anos,9,Atendimento claro e rapido
FD00343,C00280,2025-11-14,2025T4,Varejo,CDB,App,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00344,C00373,2025-12-10,2025T4,Private,Tesouro Direto,Central de Atendimento,6-24 meses,1,Nao ficou claro o risco do produto
FD00345,C00344,2025-12-17,2025T4,Alta Renda,Fundos,Central de Atendimento,2-5 anos,5,Nao entendi a cobranca
FD00346,C00486,2025-10-01,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00347,C00012,2025-12-04,2025T4,Novo Investidor,CDB,App,0-6 meses,9,Assessoria ajudou na decisao
FD00348,C00394,2025-11-20,2025T4,Varejo,CDB,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido
FD00349,C00405,2025-10-26,2025T4,Alta Renda,Carteira Administrada,,5+ anos,10,Consegui acompanhar minha carteira
FD00350,C00426,2025-10-08,2025T4,Alta Renda,Carteira Administrada,App,6-24 meses,9,Boa experiencia no aplicativo
FD00351,C00407,2025-10-15,2025T4,Alta Renda,Carteira Administrada,App,5+ anos,9,Boa experiencia no aplicativo
FD00352,C00488,2025-10-24,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira
FD00353,C00508,2025-12-08,2025T4,Varejo,Tesouro Direto,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00354,C00452,2025-11-26,2025T4,Alta Renda,Fundos,Internet Banking,5+ anos,9,Assessoria ajudou na decisao
FD00355,C00378,2025-11-16,2025T4,Private,Tesouro Direto,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00356,C00256,2025-11-27,2025T4,Alta Renda,Fundos,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00357,C00237,2025-11-16,2025T4,Alta Renda,Fundos,Assessoria,5+ anos,9,Atendimento claro e rapido
FD00358,C00257,2025-11-28,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao
FD00359,C00215,2025-10-10,2025T4,Varejo,CDB,App,2-5 anos,9,Assessoria ajudou na decisao
FD00360,C00539,2025-12-04,2025T4,Alta Renda,COE,Internet Banking,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00361,C00335,2025-11-08,2025T4,Private,COE,App,2-5 anos,9,Consegui acompanhar minha carteira
FD00362,C00035,2025-11-10,2025T4,Novo Investidor,Fundos,Internet Banking,6-24 meses,3,Nao consegui falar com assessor
FD00363,C00307,2025-12-15,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,2-5 anos,8,
FD00364,C00453,2025-12-07,2025T4,Alta Renda,Fundos,App,6-24 meses,10,Boa experiencia no aplicativo
FD00365,C00318,2025-11-30,2025T4,Private,Carteira Administrada,App,0-6 meses,10,Consegui acompanhar minha carteira
FD00366,C00321,2025-12-04,2025T4,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00367,C00269,2025-12-19,2025T4,Alta Renda,CDB,Central de Atendimento,0-6 meses,10,
FD00368,C00008,2025-11-26,2025T4,Varejo,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00369,C00156,2025-12-21,2025T4,Private,Fundos,Internet Banking,6-24 meses,10,Atendimento claro e rapido
FD00370,C00202,2025-10-12,2025T4,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao
FD00371,C00456,2025-12-01,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00372,C00234,2025-11-02,2025T4,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao
FD00373,C00530,2025-10-20,2025T4,Varejo,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao
FD00374,C00401,2025-10-17,2025T4,Private,Tesouro Direto,Central de Atendimento,0-6 meses,10,Atendimento claro e rapido
FD00375,C00086,2025-11-18,2025T4,Alta Renda,COE,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00376,C00211,2025-10-24,2025T4,Alta Renda,CDB,App,2-5 anos,9,Assessoria ajudou na decisao
FD00377,C00243,2025-12-30,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Consegui acompanhar minha carteira
FD00378,C00542,2025-10-22,2025T4,Varejo,Tesouro Direto,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00379,C00330,2025-11-28,2025T4,Private,Fundos,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao
FD00380,C00445,2025-10-22,2025T4,Varejo,COE,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00381,C00312,2025-12-04,2025T4,Private,Fundos,Internet Banking,0-6 meses,9,Assessoria ajudou na decisao
FD00382,C00517,2025-11-15,2025T4,Alta Renda,CDB,App,6-24 meses,4,Informacoes divergentes sobre o produto
FD00383,C00290,2025-11-04,2025T4,Varejo,COE,App,5+ anos,9,Assessoria ajudou na decisao
FD00384,C00223,2025-10-27,2025T4,Private,Carteira Administrada,Assessoria,0-6 meses,10,Consegui acompanhar minha carteira
FD00385,C00247,2025-11-09,2025T4,Alta Renda,Fundos,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo
FD00386,C00102,2025-12-08,2025T4,Varejo,CDB,Central de Atendimento,0-6 meses,9,Boa experiencia no aplicativo
FD00387,C00314,2025-10-16,2025T4,Novo Investidor,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido
FD00388,C00500,2025-12-16,2025T4,Novo Investidor,Carteira Administrada,Assessoria,2-5 anos,8,Tive duvida sobre rentabilidade
FD00389,C00173,2025-12-20,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,3,Demora para resolver meu problema
FD00390,C00452,2025-10-09,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Consegui acompanhar minha carteira
FD00391,C00484,2025-11-09,2025T4,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00392,C00492,2025-10-11,2025T4,Varejo,COE,App,2-5 anos,7,Demorou um pouco para encontrar informacoes
FD00393,C00078,2025-12-31,2025T4,Private,Fundos,App,0-6 meses,9,Boa experiencia no aplicativo
FD00394,C00258,2025-10-29,2025T4,Varejo,Tesouro Direto,Internet Banking,0-6 meses,9,Boa experiencia no aplicativo
FD00395,C00320,2025-11-04,2025T4,Private,Fundos,Assessoria,5+ anos,10,Boa experiencia no aplicativo
FD00396,C00260,2025-11-30,2025T4,Private,COE,App,6-24 meses,9,Atendimento claro e rapido
FD00397,C00432,2025-11-05,2025T4,Varejo,Carteira Administrada,App,2-5 anos,6,Demora para resolver meu problema
FD00398,C00269,2025-10-06,2025T4,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00399,C00048,2025-12-26,2025T4,Alta Renda,CDB,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00400,C00282,2025-11-01,2025T4,Alta Renda,CDB,App,2-5 anos,9,Boa experiencia no aplicativo
FD00401,C00441,2025-10-06,2025T4,Private,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00402,C00011,2025-12-17,2025T4,Private,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00403,C00239,2025-11-08,2025T4,Varejo,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao
FD00404,C00449,2025-10-09,2025T4,Alta Renda,CDB,App,6-24 meses,5,Nao consegui falar com assessor
FD00405,C00321,2025-11-19,2025T4,Alta Renda,Fundos,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo
FD00406,C00048,2025-12-03,2025T4,Alta Renda,Fundos,App,5+ anos,5,Informacoes divergentes sobre o produto
FD00407,C00449,2025-12-06,2025T4,Alta Renda,COE,App,6-24 meses,10,Atendimento claro e rapido
FD00408,C00061,2025-10-03,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao
FD00409,C00394,2025-11-25,2025T4,Varejo,Fundos,App,5+ anos,10,Atendimento claro e rapido
FD00410,C00468,2025-12-17,2025T4,Varejo,Carteira Administrada,App,2-5 anos,10,Atendimento claro e rapido
FD00411,C00128,2025-11-26,2025T4,Varejo,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo
FD00412,C00519,2025-11-26,2025T4,Novo Investidor,CDB,App,2-5 anos,4,Informacoes divergentes sobre o produto
FD00413,C00077,2025-12-18,2025T4,Varejo,Fundos,Central de Atendimento,6-24 meses,10,Boa experiencia no aplicativo
FD00414,C00135,2025-11-09,2025T4,Novo Investidor,CDB,App,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00415,C00393,2025-12-30,2025T4,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00416,C00492,2025-12-18,2025T4,Varejo,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00417,C00217,2025-11-27,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00418,C00335,2025-12-31,2025T4,Private,CDB,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao
FD00419,C00388,2025-12-25,2025T4,Private,CDB,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira
FD00420,C00373,2025-11-26,2025T4,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00421,C00529,2025-12-20,2025T4,Private,Tesouro Direto,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00422,C00045,2025-12-01,2025T4,Private,Tesouro Direto,App,2-5 anos,4,Aplicativo travou durante consulta
FD00423,C00078,2025-10-28,2025T4,Private,COE,Internet Banking,2-5 anos,9,Boa experiencia no aplicativo
FD00424,C00174,2025-12-18,2025T4,Private,Fundos,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira
FD00425,C00542,2025-10-28,2025T4,Varejo,CDB,App,6-24 meses,7,"Experiencia ok, mas poderia ser mais simples"
FD00426,C00139,2025-11-29,2025T4,Alta Renda,CDB,App,0-6 meses,8,Tive duvida sobre rentabilidade
FD00427,C00162,2025-10-29,2025T4,Varejo,Tesouro Direto,Assessoria,6-24 meses,4,Aplicativo travou durante consulta
FD00428,C00075,2025-11-07,2025T4,Varejo,CDB,Assessoria,0-6 meses,8,Tive duvida sobre rentabilidade
FD00429,C00002,2025-12-30,2025T4,Novo Investidor,Tesouro Direto,Assessoria,6-24 meses,8,"Atendimento resolveu, mas demorou"
FD00430,C00408,2025-11-23,2025T4,Private,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00431,C00443,2025-11-18,2025T4,Alta Renda,Fundos,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00432,C00027,2025-12-24,2025T4,Private,Carteira Administrada,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo
FD00433,C00276,2025-11-30,2025T4,Alta Renda,CDB,,6-24 meses,10,Consegui acompanhar minha carteira
FD00434,C00410,2025-12-08,2025T4,Private,Fundos,Central de Atendimento,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00435,C00228,2025-11-07,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,7,Demorou um pouco para encontrar informacoes
FD00436,C00165,2025-12-26,2025T4,Private,Tesouro Direto,Internet Banking,5+ anos,9,
FD00437,C00095,2025-10-22,2025T4,Varejo,CDB,Internet Banking,0-6 meses,1,Aplicativo travou durante consulta
FD00438,C00201,2025-11-16,2025T4,Varejo,Fundos,App,2-5 anos,7,Tive duvida sobre rentabilidade
FD00439,C00249,2025-12-18,2025T4,Novo Investidor,CDB,Internet Banking,5+ anos,9,Boa experiencia no aplicativo
FD00440,C00074,2025-12-16,2025T4,Varejo,COE,App,2-5 anos,9,Atendimento claro e rapido
FD00441,C00158,2025-11-12,2025T4,Varejo,Fundos,App,0-6 meses,7,Demorou um pouco para encontrar informacoes
FD00442,C00529,2025-10-16,2025T4,Private,Tesouro Direto,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00443,C00411,2025-12-26,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido
FD00444,C00383,2025-11-26,2025T4,Varejo,COE,App,2-5 anos,5,Nao ficou claro o risco do produto
FD00445,C00261,2025-11-18,2025T4,Varejo,CDB,App,2-5 anos,10,Assessoria ajudou na decisao
FD00446,C00249,2025-11-27,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,6-24 meses,7,Aplicativo poderia explicar melhor
FD00447,C00503,2025-10-03,2025T4,Alta Renda,CDB,App,5+ anos,9,Assessoria ajudou na decisao
FD00448,C00381,2025-12-03,2025T4,Private,CDB,App,6-24 meses,9,Atendimento claro e rapido
FD00449,C00032,2025-11-05,2025T4,Private,CDB,App,6-24 meses,10,Assessoria ajudou na decisao
FD00450,C00271,2025-12-26,2025T4,Varejo,CDB,App,0-6 meses,7,Aplicativo poderia explicar melhor
FD00451,C00219,2025-10-10,2025T4,Varejo,Fundos,Internet Banking,2-5 anos,10,Atendimento claro e rapido
FD00452,C00072,2025-11-26,2025T4,Private,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo
FD00453,C00540,2025-12-15,2025T4,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00454,C00013,2025-10-09,2025T4,Varejo,Tesouro Direto,App,5+ anos,8,Demorou um pouco para encontrar informacoes
FD00455,C00540,2025-11-07,2025T4,Private,Tesouro Direto,App,5+ anos,10,Atendimento claro e rapido
FD00456,C00148,2025-12-28,2025T4,Alta Renda,Carteira Administrada,App,2-5 anos,10,Assessoria ajudou na decisao
FD00457,C00490,2025-11-29,2025T4,Novo Investidor,Carteira Administrada,Assessoria,2-5 anos,10,
FD00458,C00236,2025-12-02,2025T4,Varejo,CDB,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo
FD00459,C00547,2025-10-22,2025T4,Private,CDB,App,2-5 anos,10,
FD00460,C00456,2025-10-10,2025T4,Alta Renda,Fundos,App,6-24 meses,9,Atendimento claro e rapido
FD00461,C00431,2025-12-28,2025T4,Private,Fundos,Assessoria,0-6 meses,9,Consegui acompanhar minha carteira
FD00462,C00357,2025-11-14,2025T4,Private,Tesouro Direto,App,5+ anos,10,Consegui acompanhar minha carteira
