id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario,id_cliente_num,qtd_atendimentos,nota_atendimento_media,qtd_atendimentos_resolvidos,qtd_atendimentos_pendentes,principal_motivo_contato,principal_canal_atendimento,produto_atendimento,qtd_registros_extrato,qtd_acessos_app_30d,qtd_reclamacoes_90d,tempo_resolucao_horas,suitability_pendente,produto_extrato
FD00253,C00300,2025-11-10,2025T4,Private,Carteira Administrada,App,0-6 meses,10,Atendimento claro e rapido,300,1.0,9.0,0.0,1.0,extrato,Agencia,Fundos,1.0,5.0,0.0,6.7,0.0,Fundos
FD00254,C00242,2025-11-24,2025T4,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,242,1.0,10.0,1.0,0.0,duvida rentabilidade,Telefone,CDB,4.0,6.0,0.5,31.325,0.0,Fundos
FD00255,C00201,2025-12-24,2025T4,Varejo,CDB,App,2-5 anos,10,Boa experiencia no aplicativo,201,2.0,9.0,2.0,0.0,duvida rentabilidade,Chat,CDB,4.0,6.0,0.0,1.4,0.0,Tesouro Direto
FD00256,C00124,2025-11-30,2025T4,Private,Carteira Administrada,Internet Banking,0-6 meses,9,Atendimento claro e rapido,124,1.0,9.0,0.0,1.0,resgate,Chat,Carteira Administrada,2.0,7.0,0.5,22.45,1.0,Carteira Administrada
FD00257,C00039,2025-11-09,2025T4,Varejo,CDB,Central de Atendimento,6-24 meses,10,Boa experiencia no aplicativo,39,,,,,,,,5.0,7.6,0.0,31.32,1.0,CDB
FD00258,C00444,2025-10-21,2025T4,Alta Renda,Fundos,Internet Banking,2-5 anos,7,Aplicativo poderia explicar melhor,444,,,,,,,,2.0,6.0,0.0,6.199999999999999,0.0,Fundos
FD00259,C00065,2025-10-22,2025T4,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao,65,,,,,,,,2.0,8.5,0.0,14.85,0.0,COE
FD00260,C00428,2025-12-11,2025T4,Novo Investidor,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,428,,,,,,,,2.0,11.5,0.5,33.0,0.0,CDB
FD00261,C00159,2025-10-08,2025T4,Private,CDB,App,6-24 meses,9,Assessoria ajudou na decisao,159,1.0,10.0,0.0,0.0,explicacao risco,Telefone,CDB,4.0,6.5,0.0,24.55,0.0,CDB
FD00262,C00458,2025-11-17,2025T4,Alta Renda,Tesouro Direto,App,6-24 meses,10,Assessoria ajudou na decisao,458,,,,,,,,1.0,10.0,0.0,26.6,0.0,Tesouro Direto
FD00263,C00203,2025-11-12,2025T4,Private,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo,203,,,,,,,,4.0,5.0,0.0,15.600000000000001,0.0,Fundos
FD00264,C00006,2025-11-23,2025T4,Private,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido,6,,,,,,,,3.0,6.333333333333333,0.3333333333333333,15.0,1.0,CDB
FD00265,C00398,2025-11-08,2025T4,Alta Renda,CDB,,2-5 anos,9,Boa experiencia no aplicativo,398,,,,,,,,6.0,6.833333333333333,0.3333333333333333,36.71666666666667,0.0,CDB
FD00266,C00150,2025-11-14,2025T4,Private,Fundos,App,6-24 meses,10,Informacoes estavam faceis de encontrar,150,,,,,,,,1.0,11.0,1.0,42.0,0.0,Fundos
FD00267,C00427,2025-11-02,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,5+ anos,10,Atendimento claro e rapido,427,1.0,10.0,1.0,0.0,reclamacao atendimento,Agencia,Tesouro Direto,4.0,3.5,1.0,43.7,1.0,Tesouro Direto
FD00268,C00513,2025-11-16,2025T4,Novo Investidor,Carteira Administrada,App,0-6 meses,7,Tive duvida sobre rentabilidade,513,1.0,9.0,0.0,1.0,cadastro,Telefone,Carteira Administrada,2.0,8.0,0.0,64.8,0.0,Carteira Administrada
FD00269,C00111,2025-12-21,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao,111,1.0,9.0,1.0,0.0,extrato,Chat,CDB,4.0,6.0,0.0,16.799999999999997,0.0,Fundos
FD00270,C00126,2025-11-10,2025T4,Alta Renda,Fundos,Central de Atendimento,5+ anos,9,Assessoria ajudou na decisao,126,,,,,,,,1.0,5.0,0.0,15.3,0.0,Fundos
FD00271,C00544,2025-12-21,2025T4,Varejo,Fundos,App,0-6 meses,9,Informacoes estavam faceis de encontrar,544,,,,,,,,1.0,10.0,0.0,18.7,0.0,Fundos
FD00272,C00520,2025-11-07,2025T4,Private,CDB,App,5+ anos,10,Informacoes estavam faceis de encontrar,520,1.0,7.0,0.0,1.0,extrato,Chat,Fundos,1.0,9.0,0.0,27.2,0.0,CDB
FD00273,C00314,2025-11-24,2025T4,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao,314,1.0,10.0,1.0,0.0,reclamacao atendimento,E-mail,Carteira Administrada,3.0,7.0,0.3333333333333333,65.39999999999999,0.0,Carteira Administrada
FD00274,C00459,2025-11-07,2025T4,Private,CDB,Internet Banking,5+ anos,10,,459,1.0,9.0,0.0,1.0,reclamacao atendimento,Telefone,Fundos,5.0,5.0,0.0,20.22,1.0,CDB
FD00275,C00439,2025-10-30,2025T4,Varejo,Tesouro Direto,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao,439,,,,,,,,2.0,8.5,0.0,25.2,0.0,Tesouro Direto
FD00276,C00147,2025-12-14,2025T4,Varejo,Carteira Administrada,Assessoria,2-5 anos,4,Nao ficou claro o risco do produto,147,1.0,3.0,1.0,0.0,acesso app,Telefone,Carteira Administrada,2.0,3.0,0.5,38.0,0.0,Carteira Administrada
FD00277,C00444,2025-11-25,2025T4,Alta Renda,Fundos,Internet Banking,0-6 meses,9,Assessoria ajudou na decisao,444,,,,,,,,2.0,6.0,0.0,6.199999999999999,0.0,Fundos
FD00278,C00221,2025-12-13,2025T4,Varejo,CDB,Assessoria,2-5 anos,4,,221,1.0,3.0,1.0,0.0,resgate,Chat,CDB,1.0,4.0,1.0,18.8,0.0,CDB
FD00279,C00524,2025-11-07,2025T4,Varejo,Tesouro Direto,App,5+ anos,9,Consegui acompanhar minha carteira,524,,,,,,,,3.0,9.333333333333334,0.0,23.099999999999998,0.0,COE
FD00280,C00488,2025-11-19,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao,488,1.0,10.0,1.0,0.0,extrato,Telefone,CDB,2.0,5.0,0.0,24.55,1.0,CDB
FD00281,C00202,2025-12-03,2025T4,Private,Tesouro Direto,Central de Atendimento,6-24 meses,9,Consegui acompanhar minha carteira,202,3.0,9.333333333333334,2.0,0.0,explicacao risco,Telefone,CDB,6.0,8.5,0.3333333333333333,34.03333333333333,0.0,CDB
FD00282,C00411,2025-11-06,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido,411,,,,,,,,4.0,6.75,0.0,17.05,1.0,Tesouro Direto
FD00283,C00276,2025-12-16,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,8,Tive duvida sobre rentabilidade,276,2.0,9.0,2.0,0.0,duvida rentabilidade,E-mail,CDB,5.0,5.2,0.2,34.46,1.0,CDB
FD00284,C00223,2025-11-18,2025T4,Private,CDB,Central de Atendimento,2-5 anos,10,Consegui acompanhar minha carteira,223,2.0,10.0,2.0,0.0,acesso app,Agencia,CDB,3.0,4.0,0.0,26.433333333333334,0.0,CDB
FD00285,C00291,2025-11-20,2025T4,Private,CDB,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar,291,2.0,10.0,1.0,1.0,cadastro,Chat,CDB,3.0,7.666666666666667,0.0,24.5,0.0,CDB
FD00286,C00079,2025-10-01,2025T4,Alta Renda,Fundos,App,2-5 anos,7,Tive duvida sobre rentabilidade,79,,,,,,,,5.0,10.6,0.0,15.12,0.0,Tesouro Direto
FD00287,C00125,2025-10-17,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,9,,125,,,,,,,,2.0,5.5,0.0,27.700000000000003,0.0,CDB
FD00288,C00336,2025-10-08,2025T4,Private,Tesouro Direto,Assessoria,0-6 meses,10,Boa experiencia no aplicativo,336,,,,,,,,3.0,4.0,0.3333333333333333,35.53333333333333,0.0,CDB
FD00289,C00195,2025-10-11,2025T4,Alta Renda,Fundos,App,6-24 meses,6,Nao entendi a cobranca,195,1.0,8.0,1.0,0.0,reclamacao atendimento,E-mail,Tesouro Direto,5.0,9.8,0.0,27.080000000000002,0.0,Carteira Administrada
FD00290,C00393,2025-11-25,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao,393,,,,,,,,6.0,7.5,0.16666666666666666,15.483333333333334,1.0,CDB
FD00291,C00273,2025-11-21,2025T4,Varejo,COE,App,5+ anos,10,Informacoes estavam faceis de encontrar,273,2.0,9.5,2.0,0.0,acesso app,Telefone,COE,3.0,8.666666666666666,1.0,25.3,0.0,COE
FD00292,C00429,2025-10-15,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,429,,,,,,,,3.0,8.666666666666666,0.3333333333333333,21.333333333333332,0.0,CDB
FD00293,C00054,2025-12-31,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,5+ anos,4,Demora para resolver meu problema,54,,,,,,,,2.0,5.0,0.0,34.6,0.0,Tesouro Direto
FD00294,C00347,2025-11-14,2025T4,Varejo,Fundos,Central de Atendimento,6-24 meses,9,Assessoria ajudou na decisao,347,,,,,,,,3.0,7.666666666666667,0.0,34.5,0.0,Fundos
FD00295,C00482,2025-10-13,2025T4,Varejo,Carteira Administrada,App,5+ anos,4,Nao ficou claro o risco do produto,482,,,,,,,,1.0,9.0,0.0,36.7,1.0,Carteira Administrada
FD00296,C00015,2025-12-06,2025T4,Private,Fundos,Assessoria,2-5 anos,7,Aplicativo poderia explicar melhor,15,,,,,,,,1.0,5.0,0.0,22.2,0.0,Fundos
FD00297,C00335,2025-11-25,2025T4,Private,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,335,3.0,10.0,3.0,0.0,acesso app,Telefone,CDB,4.0,7.5,0.0,30.05,1.0,Carteira Administrada
FD00298,C00004,2025-10-30,2025T4,Varejo,COE,App,0-6 meses,1,Informacoes divergentes sobre o produto,4,,,,,,,,2.0,10.0,0.5,47.55,0.0,COE
FD00299,C00259,2025-10-05,2025T4,Varejo,Carteira Administrada,Assessoria,5+ anos,10,Assessoria ajudou na decisao,259,1.0,4.0,0.0,1.0,acesso app,Telefone,Carteira Administrada,2.0,6.5,0.0,41.9,1.0,Carteira Administrada
FD00300,C00347,2025-11-03,2025T4,Varejo,Carteira Administrada,Internet Banking,0-6 meses,9,Informacoes estavam faceis de encontrar,347,,,,,,,,3.0,7.666666666666667,0.0,34.5,0.0,Fundos
FD00301,C00512,2025-11-29,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar,512,,,,,,,,2.0,7.5,1.0,62.4,0.0,Carteira Administrada
FD00302,C00200,2025-10-17,2025T4,Varejo,CDB,App,2-5 anos,5,Nao consegui falar com assessor,200,,,,,,,,3.0,7.666666666666667,0.6666666666666666,23.46666666666667,0.0,CDB
FD00303,C00200,2025-10-31,2025T4,Varejo,Fundos,App,6-24 meses,9,Consegui acompanhar minha carteira,200,,,,,,,,3.0,7.666666666666667,0.6666666666666666,23.46666666666667,0.0,CDB
FD00304,C00378,2025-11-22,2025T4,Private,Carteira Administrada,Central de Atendimento,5+ anos,10,Assessoria ajudou na decisao,378,1.0,9.0,1.0,0.0,acesso app,E-mail,COE,2.0,5.5,0.0,15.9,1.0,Carteira Administrada
FD00305,C00025,2025-10-25,2025T4,Alta Renda,CDB,App,0-6 meses,9,Assessoria ajudou na decisao,25,1.0,10.0,1.0,0.0,explicacao risco,Chat,Tesouro Direto,3.0,7.666666666666667,0.0,8.266666666666667,1.0,CDB
FD00306,C00278,2025-11-21,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,278,2.0,9.0,1.0,0.0,duvida rentabilidade,Agencia,COE,4.0,7.0,0.0,24.35,1.0,Tesouro Direto
FD00307,C00144,2025-10-30,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,144,,,,,,,,2.0,4.5,0.0,18.299999999999997,0.0,Fundos
FD00308,C00106,2025-12-21,2025T4,Private,Fundos,App,5+ anos,9,Informacoes estavam faceis de encontrar,106,1.0,8.0,1.0,0.0,resgate,Chat,CDB,4.0,6.75,0.0,23.25,1.0,CDB
FD00309,C00432,2025-10-26,2025T4,Varejo,CDB,App,2-5 anos,9,Atendimento claro e rapido,432,1.0,6.0,0.0,1.0,acesso app,Chat,Carteira Administrada,2.0,9.5,0.0,36.55,0.0,Carteira Administrada
FD00310,C00364,2025-11-13,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Informacoes estavam faceis de encontrar,364,,,,,,,,2.0,4.5,0.5,34.6,0.0,Carteira Administrada
FD00311,C00534,2025-11-13,2025T4,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido,534,,,,,,,,3.0,9.333333333333334,0.0,15.066666666666668,0.0,CDB
FD00312,C00089,2025-11-20,2025T4,Novo Investidor,COE,App,0-6 meses,10,Assessoria ajudou na decisao,89,1.0,10.0,0.0,1.0,acesso app,Chat,Carteira Administrada,3.0,5.666666666666667,0.3333333333333333,53.300000000000004,0.0,COE
FD00313,C00116,2025-10-10,2025T4,Varejo,Tesouro Direto,App,0-6 meses,10,Assessoria ajudou na decisao,116,1.0,,0.0,1.0,reclamacao atendimento,Chat,Tesouro Direto,2.0,10.5,0.0,10.899999999999999,0.0,Tesouro Direto
FD00314,C00152,2025-12-07,2025T4,Private,Carteira Administrada,App,2-5 anos,9,Atendimento claro e rapido,152,2.0,9.5,2.0,0.0,acesso app,Chat,Carteira Administrada,2.0,4.5,0.5,31.7,0.0,Carteira Administrada
FD00315,C00210,2025-11-17,2025T4,Private,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao,210,,,,,,,,1.0,4.0,0.0,18.4,0.0,CDB
FD00316,C00272,2025-12-10,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo,272,,,,,,,,2.0,4.5,0.0,12.5,0.0,Tesouro Direto
FD00317,C00424,2025-12-14,2025T4,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,424,1.0,10.0,1.0,0.0,reclamacao atendimento,Telefone,CDB,2.0,10.0,1.0,42.2,1.0,CDB
FD00318,C00278,2025-10-08,2025T4,Varejo,Carteira Administrada,Assessoria,2-5 anos,9,Assessoria ajudou na decisao,278,2.0,9.0,1.0,0.0,duvida rentabilidade,Agencia,COE,4.0,7.0,0.0,24.35,1.0,Tesouro Direto
FD00319,C00236,2025-11-23,2025T4,Varejo,Tesouro Direto,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,236,1.0,10.0,1.0,0.0,explicacao risco,Agencia,Tesouro Direto,3.0,5.0,0.0,29.766666666666666,0.0,CDB
FD00320,C00207,2025-11-22,2025T4,Private,CDB,Internet Banking,6-24 meses,10,Atendimento claro e rapido,207,2.0,9.5,2.0,0.0,cadastro,Agencia,CDB,2.0,7.0,0.0,42.300000000000004,0.0,CDB
FD00321,C00384,2025-10-14,2025T4,Varejo,CDB,App,6-24 meses,9,,384,2.0,8.0,0.0,2.0,resgate,E-mail,CDB,4.0,9.75,0.25,43.675,0.0,CDB
FD00322,C00503,2025-11-12,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido,503,2.0,9.5,2.0,0.0,extrato,Chat,CDB,3.0,6.0,0.0,14.966666666666669,0.0,Tesouro Direto
FD00323,C00313,2025-12-20,2025T4,Private,Tesouro Direto,Assessoria,2-5 anos,9,Boa experiencia no aplicativo,313,2.0,9.5,2.0,0.0,reclamacao atendimento,E-mail,CDB,3.0,8.0,0.0,15.866666666666667,1.0,CDB
FD00324,C00056,2025-11-03,2025T4,Novo Investidor,CDB,App,6-24 meses,8,"Experiencia ok, mas poderia ser mais simples",56,1.0,7.0,1.0,0.0,resgate,Chat,CDB,1.0,12.0,0.0,43.6,0.0,CDB
FD00325,C00025,2025-11-26,2025T4,Alta Renda,Tesouro Direto,App,6-24 meses,9,Boa experiencia no aplicativo,25,1.0,10.0,1.0,0.0,explicacao risco,Chat,Tesouro Direto,3.0,7.666666666666667,0.0,8.266666666666667,1.0,CDB
FD00326,C00168,2025-12-12,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,6,Nao entendi a cobranca,168,,,,,,,,3.0,6.333333333333333,1.3333333333333333,69.60000000000001,0.0,Carteira Administrada
FD00327,C00511,2025-12-06,2025T4,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,511,1.0,7.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,2.0,7.0,0.0,14.4,0.0,Fundos
FD00328,C00242,2025-10-04,2025T4,Novo Investidor,Fundos,App,5+ anos,10,Boa experiencia no aplicativo,242,1.0,10.0,1.0,0.0,duvida rentabilidade,Telefone,CDB,4.0,6.0,0.5,31.325,0.0,Fundos
FD00329,C00472,2025-10-28,2025T4,Novo Investidor,Carteira Administrada,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido,472,1.0,10.0,1.0,0.0,resgate,Telefone,Carteira Administrada,2.0,4.0,0.0,33.05,0.0,CDB
FD00330,C00528,2025-11-14,2025T4,Private,Fundos,Internet Banking,6-24 meses,8,Tive duvida sobre rentabilidade,528,,,,,,,,1.0,2.0,0.0,3.8,0.0,Fundos
FD00331,C00470,2025-12-04,2025T4,Novo Investidor,Tesouro Direto,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira,470,,,,,,,,3.0,10.0,0.0,25.066666666666666,0.0,COE
FD00332,C00396,2025-10-26,2025T4,Novo Investidor,Tesouro Direto,App,0-6 meses,6,Demora para resolver meu problema,396,,,,,,,,3.0,7.333333333333333,0.6666666666666666,42.93333333333333,0.0,Tesouro Direto
FD00333,C00099,2025-10-27,2025T4,Private,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo,99,,,,,,,,3.0,8.333333333333334,0.0,15.566666666666668,0.0,Fundos
FD00334,C00294,2025-12-01,2025T4,Alta Renda,COE,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido,294,,,,,,,,3.0,5.0,0.0,17.366666666666667,1.0,COE
FD00335,C00024,2025-11-13,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Consegui acompanhar minha carteira,24,,,,,,,,2.0,9.5,0.0,19.450000000000003,1.0,CDB
FD00336,C00468,2025-12-09,2025T4,Varejo,CDB,Central de Atendimento,0-6 meses,9,Assessoria ajudou na decisao,468,2.0,10.0,2.0,0.0,acesso app,Chat,CDB,4.0,6.5,0.0,18.575,1.0,CDB
FD00337,C00326,2025-12-15,2025T4,Varejo,Tesouro Direto,App,6-24 meses,5,Nao ficou claro o risco do produto,326,,,,,,,,1.0,8.0,0.0,39.7,0.0,Tesouro Direto
FD00338,C00178,2025-10-04,2025T4,Alta Renda,Fundos,App,5+ anos,10,Atendimento claro e rapido,178,,,,,,,,4.0,5.5,0.25,34.8,0.0,Carteira Administrada
FD00339,C00485,2025-11-03,2025T4,Varejo,Tesouro Direto,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo,485,1.0,10.0,0.0,1.0,duvida rentabilidade,Telefone,Tesouro Direto,,,,,,
FD00340,C00080,2025-11-08,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,80,,,,,,,,2.0,5.0,0.0,10.55,0.0,Tesouro Direto
FD00341,C00536,2025-11-05,2025T4,Novo Investidor,Fundos,Assessoria,6-24 meses,10,Atendimento claro e rapido,536,1.0,10.0,0.0,1.0,duvida rentabilidade,Chat,Fundos,1.0,5.0,0.0,14.4,0.0,Fundos
FD00342,C00519,2025-12-05,2025T4,Novo Investidor,CDB,Internet Banking,2-5 anos,9,Atendimento claro e rapido,519,1.0,8.0,1.0,0.0,duvida rentabilidade,Agencia,Tesouro Direto,4.0,9.5,0.0,25.9,0.0,CDB
FD00343,C00280,2025-11-14,2025T4,Varejo,CDB,App,0-6 meses,10,Informacoes estavam faceis de encontrar,280,,,,,,,,2.0,9.0,0.5,6.9,0.0,CDB
FD00344,C00373,2025-12-10,2025T4,Private,Tesouro Direto,Central de Atendimento,6-24 meses,1,Nao ficou claro o risco do produto,373,,,,,,,,4.0,9.0,0.0,16.575,1.0,Fundos
FD00345,C00344,2025-12-17,2025T4,Alta Renda,Fundos,Central de Atendimento,2-5 anos,5,Nao entendi a cobranca,344,2.0,5.0,2.0,0.0,reclamacao atendimento,Agencia,Tesouro Direto,4.0,8.5,0.0,20.275,1.0,Fundos
FD00346,C00486,2025-10-01,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,486,,,,,,,,2.0,5.0,0.0,17.55,0.0,CDB
FD00347,C00012,2025-12-04,2025T4,Novo Investidor,CDB,App,0-6 meses,9,Assessoria ajudou na decisao,12,1.0,10.0,0.0,1.0,reclamacao atendimento,Agencia,CDB,1.0,10.0,0.0,17.5,0.0,CDB
FD00348,C00394,2025-11-20,2025T4,Varejo,CDB,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido,394,2.0,10.0,0.0,0.0,explicacao risco,Chat,CDB,3.0,7.0,0.0,29.833333333333332,1.0,CDB
FD00349,C00405,2025-10-26,2025T4,Alta Renda,Carteira Administrada,,5+ anos,10,Consegui acompanhar minha carteira,405,,,,,,,,1.0,4.0,1.0,54.2,0.0,Carteira Administrada
FD00350,C00426,2025-10-08,2025T4,Alta Renda,Carteira Administrada,App,6-24 meses,9,Boa experiencia no aplicativo,426,2.0,9.5,1.0,1.0,explicacao risco,Telefone,COE,2.0,11.5,0.0,12.850000000000001,0.0,COE
FD00351,C00407,2025-10-15,2025T4,Alta Renda,Carteira Administrada,App,5+ anos,9,Boa experiencia no aplicativo,407,,,,,,,,2.0,7.0,0.5,28.799999999999997,0.0,Carteira Administrada
FD00352,C00488,2025-10-24,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira,488,1.0,10.0,1.0,0.0,extrato,Telefone,CDB,2.0,5.0,0.0,24.55,1.0,CDB
FD00353,C00508,2025-12-08,2025T4,Varejo,Tesouro Direto,App,6-24 meses,9,Informacoes estavam faceis de encontrar,508,,,,,,,,2.0,9.0,0.0,11.1,0.0,Tesouro Direto
FD00354,C00452,2025-11-26,2025T4,Alta Renda,Fundos,Internet Banking,5+ anos,9,Assessoria ajudou na decisao,452,,,,,,,,3.0,7.0,0.0,9.5,0.0,Fundos
FD00355,C00378,2025-11-16,2025T4,Private,Tesouro Direto,App,6-24 meses,9,Informacoes estavam faceis de encontrar,378,1.0,9.0,1.0,0.0,acesso app,E-mail,COE,2.0,5.5,0.0,15.9,1.0,Carteira Administrada
FD00356,C00256,2025-11-27,2025T4,Alta Renda,Fundos,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,256,,,,,,,,,,,,,
FD00357,C00237,2025-11-16,2025T4,Alta Renda,Fundos,Assessoria,5+ anos,9,Atendimento claro e rapido,237,,,,,,,,2.0,6.0,1.0,33.5,0.0,Fundos
FD00358,C00257,2025-11-28,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao,257,2.0,10.0,2.0,0.0,cadastro,Agencia,Fundos,2.0,10.0,0.0,35.65,0.0,Fundos
FD00359,C00215,2025-10-10,2025T4,Varejo,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,215,,,,,,,,1.0,10.0,0.0,14.8,1.0,CDB
FD00360,C00539,2025-12-04,2025T4,Alta Renda,COE,Internet Banking,2-5 anos,10,Informacoes estavam faceis de encontrar,539,,,,,,,,1.0,3.0,1.0,40.6,0.0,COE
FD00361,C00335,2025-11-08,2025T4,Private,COE,App,2-5 anos,9,Consegui acompanhar minha carteira,335,3.0,10.0,3.0,0.0,acesso app,Telefone,CDB,4.0,7.5,0.0,30.05,1.0,Carteira Administrada
FD00362,C00035,2025-11-10,2025T4,Novo Investidor,Fundos,Internet Banking,6-24 meses,3,Nao consegui falar com assessor,35,,,,,,,,3.0,7.0,0.0,33.46666666666666,1.0,Carteira Administrada
FD00363,C00307,2025-12-15,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,2-5 anos,8,,307,1.0,8.0,1.0,0.0,extrato,Chat,Tesouro Direto,2.0,6.5,0.0,24.15,0.0,Tesouro Direto
FD00364,C00453,2025-12-07,2025T4,Alta Renda,Fundos,App,6-24 meses,10,Boa experiencia no aplicativo,453,,,,,,,,1.0,4.0,0.0,22.5,1.0,Fundos
FD00365,C00318,2025-11-30,2025T4,Private,Carteira Administrada,App,0-6 meses,10,Consegui acompanhar minha carteira,318,,,,,,,,2.0,7.0,0.0,28.0,0.0,COE
FD00366,C00321,2025-12-04,2025T4,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,321,,,,,,,,3.0,6.666666666666667,0.0,8.4,0.0,CDB
FD00367,C00269,2025-12-19,2025T4,Alta Renda,CDB,Central de Atendimento,0-6 meses,10,,269,2.0,10.0,2.0,0.0,explicacao risco,Telefone,CDB,5.0,5.2,0.0,18.82,0.0,CDB
FD00368,C00008,2025-11-26,2025T4,Varejo,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,8,1.0,10.0,0.0,1.0,duvida rentabilidade,Chat,Carteira Administrada,3.0,9.333333333333334,0.3333333333333333,36.4,1.0,CDB
FD00369,C00156,2025-12-21,2025T4,Private,Fundos,Internet Banking,6-24 meses,10,Atendimento claro e rapido,156,,,,,,,,1.0,3.0,1.0,43.3,1.0,Tesouro Direto
FD00370,C00202,2025-10-12,2025T4,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,202,3.0,9.333333333333334,2.0,0.0,explicacao risco,Telefone,CDB,6.0,8.5,0.3333333333333333,34.03333333333333,0.0,CDB
FD00371,C00456,2025-12-01,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar,456,,,,,,,,2.0,6.5,0.0,15.7,0.0,Fundos
FD00372,C00234,2025-11-02,2025T4,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao,234,1.0,9.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,1.0,6.0,,6.6,0.0,Fundos
FD00373,C00530,2025-10-20,2025T4,Varejo,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao,530,1.0,9.0,1.0,0.0,acesso app,Telefone,Carteira Administrada,5.0,7.6,0.2,32.760000000000005,1.0,Carteira Administrada
FD00374,C00401,2025-10-17,2025T4,Private,Tesouro Direto,Central de Atendimento,0-6 meses,10,Atendimento claro e rapido,401,,,,,,,,2.0,5.5,0.0,10.2,0.0,Fundos
FD00375,C00086,2025-11-18,2025T4,Alta Renda,COE,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,86,1.0,9.0,1.0,0.0,explicacao risco,Telefone,CDB,4.0,7.75,0.0,16.95,1.0,CDB
FD00376,C00211,2025-10-24,2025T4,Alta Renda,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,211,1.0,9.0,0.0,1.0,duvida rentabilidade,Chat,CDB,3.0,8.333333333333334,0.0,12.5,1.0,CDB
FD00377,C00243,2025-12-30,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Consegui acompanhar minha carteira,243,1.0,10.0,1.0,0.0,cadastro,Chat,Fundos,1.0,11.0,0.0,38.9,0.0,Fundos
